City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
467,Lufilufi,WS,-13.8745,-171.5986,74.98,78,96,25.59,light rain
468,Simbahan,PH,6.3032,120.5836,82.56,74,97,3.09,moderate rain
469,Churapcha,RU,62.0025,132.4325,66.87,72,29,8.34,scattered clouds
470,Macamic,CA,48.7502,-78.9996,68.43,58,71,7.81,broken clouds
471,Suntar,RU,62.1444,117.6319,52.57,89,100,7.74,overcast clouds
472,Villa Alemana,CL,-33.0422,-71.3733,62.33,42,0,17.27,clear sky
473,Armidale,AU,-30.5167,151.65,53.53,97,100,6.35,light rain
474,Cairo,EG,30.0626,31.2497,81.36,69,0,8.05,clear sky
475,Akureyri,IS,65.6835,-18.0878,48.13,76,20,8.05,few clouds
476,Le Port,RE,-20.9373,55.2919,66.16,66,76,7.81,light rain
477,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,92,73,4.94,light rain
478,Lagos,NG,6.5833,3.75,73.69,85,100,5.5,overcast clouds
479,Aleksandrov Gay,RU,50.147,48.5704,77.43,34,27,8.99,scattered clouds
480,Araouane,ML,18.9048,-3.5265,99.37,24,1,3.2,clear sky
481,Mapimi,MX,25.8167,-103.85,93.38,22,15,12.08,few clouds
482,Kaeo,NZ,-35.1,173.7833,54.32,97,4,4.85,clear sky
483,Alofi,NU,-19.0595,-169.9187,78.69,69,40,17.27,scattered clouds
484,Dilla,ET,6.41,38.31,63.72,77,99,3.71,overcast clouds
485,Miragoane,HT,18.4423,-73.0876,83.66,65,79,3.69,broken clouds
486,Tomatlan,MX,19.9333,-105.25,91.27,57,67,10.29,broken clouds
487,Panguna,PG,-6.3164,155.4848,75.88,73,80,2.39,broken clouds
488,Axim,GH,4.8699,-2.2405,72.9,81,65,6.11,broken clouds
489,Mount Isa,AU,-20.7333,139.5,67.77,68,83,0.0,broken clouds
490,Bundaberg,AU,-24.85,152.35,63.21,99,75,3.44,broken clouds
491,Galle,LK,6.0367,80.217,78.62,83,100,18.07,overcast clouds
492,Iseyin,NG,7.9667,3.6,70.03,91,75,4.85,broken clouds
493,Fort Nelson,CA,58.8053,-122.7002,63.99,63,75,8.05,broken clouds
494,Tynda,RU,55.1667,124.7167,62.92,99,100,10.8,moderate rain
495,Awbari,LY,26.5921,12.7805,93.07,14,85,4.79,overcast clouds
496,Fukuma,JP,33.7667,130.4667,83.28,85,17,9.84,few clouds
497,Katima Mulilo,NA,-17.5,24.2667,62.65,47,0,5.77,clear sky
498,Saint-Augustin,CA,51.226,-58.6502,62.13,96,95,12.82,overcast clouds
499,Crestview,US,30.7621,-86.5705,91.9,53,0,9.22,clear sky
500,Xuanhua,CN,40.6103,115.0447,74.64,74,0,2.48,clear sky
501,Saint-Louis,SN,16.3333,-15.0,92.84,48,100,4.76,overcast clouds
502,Buta,CD,2.7858,24.73,70.02,96,85,2.3,overcast clouds
503,Najran,SA,17.4924,44.1277,81.25,82,99,14.16,overcast clouds
504,Jiancheng,CN,30.391,104.5491,76.41,91,6,1.88,clear sky
505,Hermiston,US,45.8404,-119.2895,88.81,29,0,16.11,clear sky
506,Zhangye,CN,38.9342,100.4517,76.32,52,0,3.8,clear sky
507,Dzerzhinsk,RU,56.2389,43.4631,66.02,100,20,0.0,few clouds
508,Devils Lake,US,48.1128,-98.8651,86.11,45,0,20.71,clear sky
509,El Puerto De Santa Maria,ES,36.5939,-6.233,76.24,87,0,3.44,clear sky
510,Fairlie,GB,55.756,-4.8556,55.31,84,24,1.01,few clouds
511,Haicheng,CN,40.8516,122.7475,75.9,95,97,9.69,overcast clouds
512,Palu,ID,-0.8917,119.8707,74.07,95,74,2.89,broken clouds
513,Kirkenaer,NO,60.4564,12.0582,59.43,93,100,7.31,overcast clouds
514,Lethem,GY,3.3803,-59.7968,87.85,70,20,13.8,few clouds
515,Khovu-Aksy,RU,51.1333,93.6,46.99,77,45,1.16,scattered clouds
516,Kibala,TD,9.1104,18.3463,69.75,100,0,2.3,clear sky
517,Tavrichanka,RU,43.3378,131.8639,75.06,97,100,8.23,light rain
518,Paamiut,GL,61.994,-49.6678,45.05,89,100,15.97,overcast clouds
519,Faya,SA,18.3851,42.4509,66.31,61,100,1.59,light rain
520,Portland,US,45.5234,-122.6762,78.64,53,75,8.05,broken clouds
521,Dubrovnik,HR,42.6481,18.0922,82.04,36,0,3.44,clear sky
522,Misratah,LY,32.3754,15.0925,82.08,64,1,13.8,clear sky
523,Turka,UA,49.1541,23.0297,57.79,84,4,2.15,clear sky
524,Gamba,GA,-2.65,10.0,69.21,89,22,7.52,few clouds
525,Vila Velha,BR,-20.3297,-40.2925,75.15,77,0,14.97,clear sky
526,Birjand,IR,32.8663,59.2211,73.87,20,0,9.22,clear sky
527,Lakeway,US,30.3638,-97.9796,105.57,29,0,5.99,clear sky
528,Bacolod,PH,10.6667,122.95,77.07,83,99,3.11,overcast clouds
529,Tarragona,ES,41.129,1.249,82.31,71,20,10.0,few clouds
530,Limbang,MY,4.75,115.0,77.11,99,99,2.57,overcast clouds
531,Kanker,IN,20.2719,81.4931,75.16,88,98,3.0,overcast clouds
532,Tauberbischofsheim,DE,49.6247,9.6628,78.51,43,9,1.72,clear sky
533,Hasaki,JP,35.7333,140.8333,72.28,90,100,15.7,overcast clouds
534,Nikolayevsk-Na-Amure,RU,53.1406,140.73,63.36,92,94,2.68,overcast clouds
535,Sovetskiy,RU,61.3614,63.5842,61.47,65,31,4.97,scattered clouds
536,Hastings,GB,50.8552,0.5729,68.99,73,100,11.92,overcast clouds
537,Asau,RO,46.4333,26.4,67.28,78,5,4.72,clear sky
538,Hokitika,NZ,-42.7167,170.9667,50.92,84,100,6.11,overcast clouds
539,Flin Flon,CA,54.7682,-101.865,64.24,63,100,10.36,overcast clouds
540,Orsk,RU,51.2049,58.5668,59.9,58,0,4.47,clear sky
541,Micheweni,TZ,-4.9667,39.8333,72.55,82,2,9.66,clear sky
542,Bathsheba,BB,13.2167,-59.5167,84.81,87,40,18.41,scattered clouds
543,Berbera,SO,10.4396,45.0143,91.49,38,57,21.5,broken clouds
544,Liverpool,GB,53.4106,-2.9779,59.61,71,75,5.75,broken clouds
545,Santa Maria,BR,-29.6842,-53.8069,58.3,94,100,13.8,overcast clouds
546,Asmara,ER,15.3333,38.9333,62.06,70,93,1.7,overcast clouds
547,Sol-Iletsk,RU,51.1631,54.9918,65.32,55,1,8.5,clear sky
548,Yumen,CN,40.2833,97.2,78.4,30,70,6.26,broken clouds
549,Plettenberg Bay,ZA,-34.0527,23.3716,55.96,84,100,2.06,overcast clouds
550,Ayia Trias,GR,38.35,22.9167,72.63,53,0,4.54,clear sky
551,Kovur,IN,14.4833,79.9833,81.1,76,88,3.87,overcast clouds
552,Windhoek,NA,-22.5594,17.0832,57.4,12,2,5.75,clear sky
553,Pitsunda,GE,43.1592,40.3378,73.58,73,4,4.05,clear sky
554,Borgarnes,IS,64.5383,-21.9206,53.65,80,59,2.44,broken clouds
555,Quang Ngai,VN,15.1167,108.8,77.65,86,98,4.03,overcast clouds
556,Kahului,US,20.8947,-156.47,86.02,63,40,13.8,scattered clouds
557,West Wendover,US,40.7391,-114.0733,96.01,20,0,13.8,clear sky
558,Oil City,US,41.4339,-79.7064,83.44,94,0,0.0,clear sky
559,Porirua,NZ,-41.1333,174.85,55.85,86,34,20.74,scattered clouds
560,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,87,100,18.41,overcast clouds
561,Wasilla,US,61.5814,-149.4394,66.06,67,0,3.44,clear sky
562,Apatity,RU,67.5641,33.4031,56.53,98,94,3.49,overcast clouds
563,Chadiza,ZM,-14.0678,32.4392,59.61,56,7,2.51,clear sky
564,Ampanihy,MG,-24.7,44.75,67.69,77,78,6.91,broken clouds
565,Katangli,RU,51.7102,143.2326,56.21,92,98,9.55,overcast clouds
566,Gobabis,NA,-22.45,18.9667,51.87,19,0,6.35,clear sky
567,Wawa,NG,9.9022,4.4192,72.88,92,38,5.55,light rain
568,Benito Juarez,MX,19.385,-99.165,77.0,41,75,23.02,broken clouds
569,Chake Chake,TZ,-5.2459,39.7666,70.9,85,3,7.11,clear sky
570,Vyazniki,RU,56.25,42.1667,66.06,75,67,4.41,broken clouds
571,Kyren,RU,51.6828,102.1408,58.24,98,100,0.87,overcast clouds
572,Lompoc,US,34.6391,-120.4579,80.85,56,0,17.27,clear sky
573,Iskateley,RU,67.6803,53.1512,63.27,64,100,13.15,overcast clouds
574,Husavik,IS,66.0449,-17.3389,44.29,86,86,7.25,overcast clouds
575,Akyab,MM,20.15,92.9,80.33,88,98,12.08,overcast clouds
576,Korla,CN,41.7597,86.1469,81.39,34,0,3.22,clear sky
577,Inhambane,MZ,-23.865,35.3833,66.34,84,0,7.61,clear sky
578,Gat,IL,31.61,34.7642,81.81,100,0,3.44,clear sky
579,Meulaboh,ID,4.1363,96.1285,75.87,74,100,2.8,overcast clouds
580,Shingu,JP,33.7333,135.9833,79.9,84,3,2.98,clear sky
581,Touros,BR,-5.1989,-35.4608,75.97,80,14,11.56,few clouds
582,Buin,CL,-33.7333,-70.75,62.42,69,5,2.53,clear sky
583,Pitimbu,BR,-7.4706,-34.8086,75.79,79,3,11.1,clear sky
584,Naze,JP,28.3667,129.4833,77.92,84,99,7.9,overcast clouds
585,Rapid Valley,US,44.0625,-103.1463,100.72,22,0,8.05,clear sky
586,Chebsara,RU,59.2002,38.8356,62.53,75,72,3.18,broken clouds
587,Ratnagiri,IN,16.9833,73.3,79.07,88,100,8.48,moderate rain
588,Olafsvik,IS,64.8945,-23.7142,49.78,71,5,7.18,clear sky
589,Burnie,AU,-41.0667,145.9167,53.92,88,93,21.52,overcast clouds
590,Jiwani,PK,25.05,61.7417,80.13,86,52,6.49,broken clouds
591,Les Herbiers,FR,46.8667,-1.0167,69.51,71,99,9.33,overcast clouds
592,Damnagar,IN,21.7,71.5167,80.28,83,100,10.18,moderate rain
593,Chitral,PK,35.8462,71.7858,74.98,64,17,3.33,few clouds
594,Necochea,AR,-38.5473,-58.7368,44.92,80,0,6.6,clear sky
595,Milnathort,GB,56.2269,-3.4193,53.67,80,48,6.85,scattered clouds
596,Mumford,GH,5.2618,-0.759,73.58,78,95,10.42,overcast clouds
597,Peniche,PT,39.3558,-9.3811,68.29,91,94,18.92,overcast clouds
598,Teeli,RU,51.0333,90.2333,51.19,77,75,2.06,broken clouds
599,Hede,CN,33.7681,120.2517,80.89,88,2,4.76,clear sky
600,Texarkana,US,33.4251,-94.0477,97.02,48,0,8.05,clear sky
601,Tura,IN,25.5198,90.2201,73.99,96,77,2.75,broken clouds
602,Lisala,CD,2.15,21.5167,70.03,97,75,1.83,broken clouds
603,Jalu,LY,29.0331,21.5482,84.02,43,0,13.53,clear sky
604,San Jeronimito,MX,17.55,-101.3333,93.04,59,0,11.5,haze
605,Sibolga,ID,1.7427,98.7792,73.76,85,100,5.28,overcast clouds
606,Cooma,AU,-36.2333,149.1333,47.97,66,0,17.27,clear sky
607,Prince Rupert,CA,54.3161,-130.3201,62.29,79,100,6.91,overcast clouds
608,Tessalit,ML,20.1986,1.0114,96.48,12,1,6.93,clear sky
609,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,68.43,54,91,3.15,overcast clouds
610,Sanmenxia,CN,34.7747,111.1814,80.46,73,0,3.87,clear sky
611,Blythe,US,33.6103,-114.5964,84.65,70,20,4.61,few clouds
612,South Lake Tahoe,US,38.9332,-119.9844,84.09,39,75,4.61,broken clouds
613,Quzhou,CN,28.9594,118.8686,79.45,85,17,1.52,few clouds
614,Cayenne,GF,4.9333,-52.3333,83.08,16,0,6.91,clear sky
615,Mushie,CD,-3.0167,16.9,81.36,52,9,3.65,clear sky
616,Kurilsk,RU,45.2333,147.8833,54.36,86,60,10.36,broken clouds
617,Paldiski,EE,59.3567,24.0531,71.6,64,0,8.05,clear sky
618,Henties Bay,NA,-22.116,14.2845,53.56,94,12,5.21,few clouds
619,Santa Rosa,PH,14.3122,121.1114,78.78,96,100,4.59,moderate rain
620,Laramie,US,41.3114,-105.5911,88.95,22,40,10.36,scattered clouds
621,Dunmore Town,BS,25.5,-76.65,83.68,70,22,15.82,few clouds
622,Okha,RU,53.5739,142.9478,55.54,95,100,13.91,overcast clouds
623,Panguipulli,CL,-39.6333,-72.3333,42.98,96,100,1.21,overcast clouds
624,Morogoro,TZ,-6.8167,37.6667,63.72,82,17,3.27,few clouds
625,Neiafu,TO,-18.65,-173.9833,79.48,73,75,12.66,broken clouds
626,Havelock,US,34.8791,-76.9013,89.58,79,0,11.5,clear sky
627,Lebedyn,UA,50.5852,34.4849,64.45,96,80,7.96,broken clouds
628,Katsina,NG,12.9894,7.6006,77.36,74,100,10.49,overcast clouds
629,Kushiro,JP,42.975,144.3747,57.97,89,98,6.58,overcast clouds
630,Komsomolskiy,UZ,40.4272,71.7189,75.81,35,0,1.92,clear sky
631,Ola,RU,59.5833,151.2833,59.14,93,100,9.66,overcast clouds
632,Yanam,IN,16.7333,82.2167,77.0,91,77,2.59,broken clouds
633,Mackenzie,CA,55.2999,-123.1698,59.22,67,100,2.3,overcast clouds
634,Balkanabat,TM,39.5108,54.3671,91.94,23,0,7.14,clear sky
635,Mosjoen,NO,65.836,13.1908,52.32,87,75,1.14,light rain
636,Vardo,NO,70.3705,31.1107,51.78,87,95,4.61,overcast clouds
637,Malinovoye Ozero,RU,51.6753,79.7825,58.12,57,8,6.29,clear sky
638,Pilibanga,IN,29.4916,74.079,86.4,71,78,5.77,broken clouds
639,Dhidhdhoo,MV,6.8833,73.1,80.38,85,100,22.24,overcast clouds
640,Kawalu,ID,-7.3817,108.2082,67.6,91,93,1.39,overcast clouds
641,Kharitonovo,RU,61.4009,47.4978,60.85,72,38,3.83,scattered clouds
642,Bartica,GY,6.4,-58.6167,80.92,97,87,3.33,overcast clouds
643,San Isidro,PE,-12.1167,-77.05,62.19,72,75,6.91,broken clouds
644,Ust-Shonosha,RU,61.1531,41.343,60.15,79,28,4.34,scattered clouds
645,Puerto Madryn,AR,-42.7692,-65.0385,47.08,46,44,17.34,scattered clouds
646,Brive-La-Gaillarde,FR,45.25,1.5,66.16,96,60,0.89,broken clouds
647,Alta Floresta,BR,-9.8756,-56.0861,83.8,33,93,2.75,overcast clouds
648,Pringsewu,ID,-5.3582,104.9744,72.01,98,100,3.69,overcast clouds
649,Moyale,KE,3.5167,39.0584,68.43,59,100,13.42,overcast clouds
650,Vostok,RU,46.4856,135.8833,67.24,84,100,3.13,overcast clouds
651,Azangaro,PE,-14.9167,-70.2167,55.33,33,73,10.71,broken clouds
652,Shibetsu,JP,43.659,145.132,58.41,85,100,7.58,overcast clouds
653,Yershichi,RU,53.6725,32.7542,62.83,97,72,6.13,broken clouds
654,Arman,RU,59.7,150.1667,59.02,92,100,3.38,overcast clouds
655,Vieux Fort,LC,13.7167,-60.95,83.52,74,75,18.41,broken clouds
656,Krasnogorsk,RU,55.8225,37.3181,75.06,73,0,6.71,clear sky
657,Matagami,CA,49.7502,-77.6328,66.31,42,40,9.22,scattered clouds
658,Blagoveshchensk,RU,50.2667,127.5333,72.21,100,75,8.95,moderate rain
659,Ornskoldsvik,SE,63.2909,18.7153,61.75,82,40,6.91,scattered clouds
660,Skibotn,NO,69.3913,20.2679,54.86,93,39,2.3,scattered clouds
661,Luba,GQ,3.4568,8.5547,75.09,88,100,7.76,overcast clouds
662,Buchanan,LR,5.8808,-10.0467,75.09,80,97,8.23,overcast clouds
663,Beloha,MG,-25.1667,45.05,66.69,75,73,6.62,broken clouds
664,Diffa,NE,13.3154,12.6113,83.59,58,53,7.96,broken clouds
665,Havre,FR,49.5833,0.3333,64.17,72,0,12.66,clear sky
666,Pacifica,US,37.6138,-122.4869,89.06,76,20,18.41,haze
667,Port Antonio,JM,18.18,-76.4612,89.51,68,59,11.97,broken clouds
668,Siavonga,ZM,-16.5382,28.7088,68.58,52,0,3.98,clear sky
669,Birin,NP,26.8865,88.0718,63.61,92,46,2.04,scattered clouds
670,Ourinhos,BR,-22.9789,-49.8706,78.67,32,54,4.16,broken clouds
671,Kroya,ID,-7.6331,109.2461,72.03,89,100,5.57,overcast clouds
672,Kashi,CN,39.4547,75.9797,76.21,29,0,8.95,clear sky
673,Gazli,UZ,40.1333,63.45,82.72,29,84,11.41,broken clouds
674,Beberibe,BR,-4.1797,-38.1306,76.62,83,23,8.12,few clouds
675,Ankang,CN,32.68,109.0172,76.23,87,0,0.47,clear sky
676,Sagvag,NO,59.7786,5.3961,55.31,76,22,6.31,few clouds
677,Neryungri,RU,56.6709,124.6491,61.84,97,100,11.1,moderate rain
678,Devin,BG,41.7433,24.4,60.87,66,1,1.39,light rain
679,Carballo,ES,43.213,-8.691,71.02,92,100,12.53,overcast clouds
680,Fukue,JP,32.6881,128.8419,83.1,82,75,12.24,broken clouds
681,Pau,FR,43.4167,-0.5833,72.25,83,100,3.44,overcast clouds
682,Moerai,PF,-22.4333,-151.3333,72.01,68,59,22.91,broken clouds
683,Constantine,DZ,36.365,6.6147,74.61,68,20,4.61,few clouds
684,Umm Kaddadah,SD,13.6017,26.6876,87.8,43,48,12.37,scattered clouds
685,Vanimo,PG,-2.6741,141.3028,77.68,87,100,3.6,overcast clouds
686,Fort Dodge,US,42.4975,-94.168,84.2,48,0,8.05,clear sky
687,La Ronge,CA,55.1001,-105.2842,64.65,59,100,16.11,overcast clouds
688,Smithers,CA,54.7804,-127.1743,61.12,67,75,4.61,broken clouds
689,Manchester,GB,53.4809,-2.2374,59.32,74,21,4.61,few clouds
690,Daru,PG,-9.0763,143.2092,78.67,89,95,14.12,overcast clouds
691,Lugovaya,RU,56.05,37.4833,74.53,72,0,7.0,clear sky
692,Vallenar,CL,-28.5708,-70.7581,68.7,26,0,3.65,clear sky
693,Dwarka,IN,22.2394,68.9678,82.04,79,100,8.93,light rain
694,Mingaora,PK,34.7758,72.3625,72.75,83,0,5.55,clear sky
695,Rocha,UY,-34.4833,-54.3333,50.07,89,100,13.44,overcast clouds
696,Felanitx,ES,39.4696,3.1483,82.96,71,0,2.44,clear sky
697,Narasannapeta,IN,18.4167,84.05,79.2,81,100,3.67,overcast clouds
698,Samborondon,EC,-1.95,-79.7333,82.4,45,77,2.57,broken clouds
699,Sundsvall,SE,62.3913,17.3063,63.97,80,100,2.3,overcast clouds
700,Kimbe,PG,-5.5502,150.1429,79.47,78,54,3.15,broken clouds
701,The Pas,CA,53.8251,-101.2541,66.22,72,100,13.8,overcast clouds
702,Samaipata,BO,-18.15,-63.8667,51.1,94,80,2.86,broken clouds
